in s,C1 in V,C2 in V
8.891200E-05,-5.03504E-01,-1.56117E-02
8.891520E-05,-5.03504E-01,-1.56606E-02
8.891840E-05,-4.97639E-01,-1.53185E-02
8.892160E-05,-4.99594E-01,-1.57583E-02
8.892480E-05,-4.99594E-01,-1.57583E-02
8.892800E-05,-4.97639E-01,-1.52207E-02
8.893120E-05,-5.01549E-01,-1.58072E-02
8.893440E-05,-5.01549E-01,-1.58561E-02
8.893760E-05,-5.01549E-01,-1.51718E-02
8.894080E-05,-4.99594E-01,-1.57583E-02
8.894400E-05,-4.97639E-01,-1.61005E-02
8.894720E-05,-4.99594E-01,-1.54162E-02
8.895040E-05,-4.97639E-01,-1.56117E-02
8.895360E-05,-5.03504E-01,-1.63448E-02
8.895680E-05,-4.99594E-01,-1.56606E-02
8.896000E-05,-4.99594E-01,-1.57095E-02
8.896320E-05,-4.95684E-01,-1.61982E-02
8.896640E-05,-5.01549E-01,-1.55628E-02
8.896960E-05,-4.99594E-01,-1.53673E-02
8.897280E-05,-5.01549E-01,-1.58072E-02
8.897600E-05,-5.03504E-01,-1.56117E-02
8.897920E-05,-5.07414E-01,-1.56117E-02
8.898240E-05,-4.99594E-01,-1.59050E-02
8.898560E-05,-5.03504E-01,-1.54651E-02
8.898880E-05,-4.99594E-01,-1.55140E-02
8.899200E-05,-5.05459E-01,-1.57095E-02
8.899520E-05,-4.99594E-01,-1.54651E-02
8.899840E-05,-5.01549E-01,-1.56117E-02
8.900160E-05,-5.05459E-01,-1.59538E-02
8.900480E-05,-5.05459E-01,-1.56606E-02
8.900800E-05,-5.07414E-01,-1.56117E-02
8.901120E-05,-5.11324E-01,-1.59538E-02
8.901440E-05,-5.03504E-01,-1.57095E-02
8.901760E-05,-5.07414E-01,-1.58072E-02
8.902080E-05,-5.05459E-01,-1.60027E-02
8.902400E-05,-5.11324E-01,-1.57095E-02
8.902720E-05,-5.01549E-01,-1.60516E-02
8.903040E-05,-5.07414E-01,-1.62471E-02
8.903360E-05,-5.09369E-01,-1.56117E-02
8.903680E-05,-5.11324E-01,-1.61005E-02
8.904000E-05,-5.03504E-01,-1.60516E-02
8.904320E-05,-5.07414E-01,-1.56117E-02
8.904640E-05,-5.05459E-01,-1.61982E-02
8.904960E-05,-5.07414E-01,-1.64915E-02
8.905280E-05,-5.05459E-01,-1.57095E-02
8.905600E-05,-5.01549E-01,-1.60516E-02
8.905920E-05,-5.07414E-01,-1.65403E-02
8.906240E-05,-5.11324E-01,-1.57095E-02
8.906560E-05,-5.09369E-01,-1.59050E-02
8.906880E-05,-5.09369E-01,-1.64915E-02
8.907200E-05,-5.13279E-01,-1.57583E-02
8.907520E-05,-5.09369E-01,-1.58072E-02
8.907840E-05,-5.17189E-01,-1.65892E-02
8.908160E-05,-5.07414E-01,-1.58072E-02
8.908480E-05,-5.07414E-01,-1.61005E-02
8.908800E-05,-5.15234E-01,-1.65403E-02
8.909120E-05,-5.07414E-01,-1.62471E-02
8.909440E-05,-5.09369E-01,-1.59538E-02
8.909760E-05,-5.11324E-01,-1.64915E-02
8.910080E-05,-5.09369E-01,-1.62471E-02
8.910400E-05,-5.13279E-01,-1.59050E-02
8.910720E-05,-5.07414E-01,-1.63448E-02
8.911040E-05,-5.17189E-01,-1.60516E-02
8.911360E-05,-5.13279E-01,-1.60516E-02
8.911680E-05,-5.11324E-01,-1.59538E-02
8.912000E-05,-5.13279E-01,-1.59538E-02
8.912320E-05,-5.11324E-01,-1.61005E-02
8.912640E-05,-5.13279E-01,-1.58072E-02
8.912960E-05,-5.09369E-01,-1.58072E-02
8.913280E-05,-5.11324E-01,-1.58561E-02
8.913600E-05,-5.07414E-01,-1.60516E-02
8.913920E-05,-5.13279E-01,-1.55628E-02
8.914240E-05,-5.11324E-01,-1.58072E-02
8.914560E-05,-5.13279E-01,-1.59538E-02
8.914880E-05,-5.09369E-01,-1.53185E-02
8.915200E-05,-5.13279E-01,-1.58072E-02
8.915520E-05,-5.13279E-01,-1.59538E-02
8.915840E-05,-5.19144E-01,-1.54162E-02
8.916160E-05,-5.11324E-01,-1.59538E-02
8.916480E-05,-5.09369E-01,-1.60027E-02
8.916800E-05,-5.13279E-01,-1.56606E-02
8.917120E-05,-5.13279E-01,-1.58072E-02
8.917440E-05,-5.17189E-01,-1.61982E-02
8.917760E-05,-5.09369E-01,-1.56606E-02
8.918080E-05,-5.17189E-01,-1.59538E-02
8.918400E-05,-5.23054E-01,-1.64915E-02
8.918720E-05,-5.15234E-01,-1.59538E-02
8.919040E-05,-5.19144E-01,-1.59538E-02
8.919360E-05,-5.13279E-01,-1.65892E-02
8.919680E-05,-5.13279E-01,-1.62471E-02
8.920000E-05,-5.17189E-01,-1.62471E-02
8.920320E-05,-5.13279E-01,-1.66870E-02
8.920640E-05,-5.17189E-01,-1.62960E-02
8.920960E-05,-5.15234E-01,-1.61005E-02
8.921280E-05,-5.09369E-01,-1.67847E-02
8.921600E-05,-5.15234E-01,-1.64915E-02
8.921920E-05,-5.19144E-01,-1.63937E-02
8.922240E-05,-5.25009E-01,-1.66870E-02
8.922560E-05,-5.17189E-01,-1.68336E-02
8.922880E-05,-5.09369E-01,-1.64915E-02
8.923200E-05,-5.15234E-01,-1.68336E-02
8.923520E-05,-5.15234E-01,-1.67358E-02
8.923840E-05,-5.19144E-01,-1.66870E-02
8.924160E-05,-5.19144E-01,-1.65892E-02
8.924480E-05,-5.13279E-01,-1.65892E-02
8.924800E-05,-5.21099E-01,-1.65403E-02
8.925120E-05,-5.15234E-01,-1.67358E-02
8.925440E-05,-5.19144E-01,-1.63448E-02
8.925760E-05,-5.23054E-01,-1.66381E-02
8.926080E-05,-5.19144E-01,-1.66381E-02
8.926400E-05,-5.19144E-01,-1.64426E-02
8.926720E-05,-5.21099E-01,-1.63448E-02
8.927040E-05,-5.19144E-01,-1.66870E-02
8.927360E-05,-5.19144E-01,-1.61982E-02
8.927680E-05,-5.19144E-01,-1.63448E-02
8.928000E-05,-5.19144E-01,-1.64915E-02
8.928320E-05,-5.19144E-01,-1.63937E-02
8.928640E-05,-5.19144E-01,-1.59538E-02
8.928960E-05,-5.19144E-01,-1.65403E-02
8.929280E-05,-5.21099E-01,-1.63448E-02
8.929600E-05,-5.19144E-01,-1.60027E-02
8.929920E-05,-5.19144E-01,-1.62960E-02
8.930240E-05,-5.23054E-01,-1.66381E-02
8.930560E-05,-5.19144E-01,-1.60516E-02
8.930880E-05,-5.19144E-01,-1.60516E-02
8.931200E-05,-5.26964E-01,-1.65403E-02
8.931520E-05,-5.21099E-01,-1.63937E-02
8.931840E-05,-5.19144E-01,-1.61005E-02
8.932160E-05,-5.17189E-01,-1.64915E-02
8.932480E-05,-5.25009E-01,-1.65403E-02
8.932800E-05,-5.21099E-01,-1.62471E-02
8.933120E-05,-5.26964E-01,-1.61982E-02
8.933440E-05,-5.21099E-01,-1.67358E-02
8.933760E-05,-5.21099E-01,-1.59538E-02
8.934080E-05,-5.19144E-01,-1.60516E-02
8.934400E-05,-5.26964E-01,-1.66870E-02
8.934720E-05,-5.28919E-01,-1.62960E-02
8.935040E-05,-5.26964E-01,-1.60027E-02
8.935360E-05,-5.21099E-01,-1.66381E-02
8.935680E-05,-5.23054E-01,-1.63448E-02
8.936000E-05,-5.19144E-01,-1.62471E-02
8.936320E-05,-5.26964E-01,-1.64915E-02
8.936640E-05,-5.19144E-01,-1.67358E-02
8.936960E-05,-5.30874E-01,-1.63937E-02
8.937280E-05,-5.25009E-01,-1.65892E-02
8.937600E-05,-5.26964E-01,-1.65892E-02
8.937920E-05,-5.23054E-01,-1.67358E-02
8.938240E-05,-5.19144E-01,-1.66870E-02
8.938560E-05,-5.17189E-01,-1.66381E-02
8.938880E-05,-5.32829E-01,-1.68825E-02
8.939200E-05,-5.21099E-01,-1.68825E-02
8.939520E-05,-5.30874E-01,-1.68336E-02
8.939840E-05,-5.26964E-01,-1.69802E-02
8.940160E-05,-5.26964E-01,-1.70291E-02
8.940480E-05,-5.23054E-01,-1.66870E-02
8.940800E-05,-5.28919E-01,-1.70291E-02
8.941120E-05,-5.23054E-01,-1.73223E-02
8.941440E-05,-5.25009E-01,-1.68825E-02
8.941760E-05,-5.25009E-01,-1.70291E-02
8.942080E-05,-5.30874E-01,-1.71268E-02
8.942400E-05,-5.21099E-01,-1.68825E-02
8.942720E-05,-5.28919E-01,-1.71757E-02
8.943040E-05,-5.21099E-01,-1.72246E-02
8.943360E-05,-5.26964E-01,-1.68825E-02
8.943680E-05,-5.23054E-01,-1.70780E-02
8.944000E-05,-5.26964E-01,-1.72246E-02
8.944320E-05,-5.26964E-01,-1.68825E-02
8.944640E-05,-5.32829E-01,-1.70780E-02
8.944960E-05,-5.26964E-01,-1.71268E-02
8.945280E-05,-5.34784E-01,-1.68825E-02
8.945600E-05,-5.30874E-01,-1.70291E-02
8.945920E-05,-5.28919E-01,-1.74201E-02
8.946240E-05,-5.30874E-01,-1.70291E-02
8.946560E-05,-5.32829E-01,-1.72246E-02
8.946880E-05,-5.34784E-01,-1.74690E-02
8.947200E-05,-5.34784E-01,-1.71268E-02
8.947520E-05,-5.23054E-01,-1.73223E-02
8.947840E-05,-5.32829E-01,-1.75667E-02
8.948160E-05,-5.30874E-01,-1.72735E-02
8.948480E-05,-5.32829E-01,-1.73223E-02
8.948800E-05,-5.36739E-01,-1.77622E-02
8.949120E-05,-5.34784E-01,-1.72735E-02
8.949440E-05,-5.26964E-01,-1.73223E-02
8.949760E-05,-5.34784E-01,-1.77133E-02
8.950080E-05,-5.34784E-01,-1.74690E-02
8.950400E-05,-5.38694E-01,-1.74201E-02
8.950720E-05,-5.32829E-01,-1.77133E-02
8.951040E-05,-5.40649E-01,-1.73712E-02
8.951360E-05,-5.38694E-01,-1.72246E-02
8.951680E-05,-5.34784E-01,-1.76156E-02
8.952000E-05,-5.34784E-01,-1.72246E-02
8.952320E-05,-5.38694E-01,-1.74201E-02
8.952640E-05,-5.36739E-01,-1.78111E-02
8.952960E-05,-5.34784E-01,-1.73712E-02
8.953280E-05,-5.34784E-01,-1.73712E-02
8.953600E-05,-5.38694E-01,-1.78600E-02
8.953920E-05,-5.32829E-01,-1.72735E-02
8.954240E-05,-5.34784E-01,-1.73712E-02
8.954560E-05,-5.34784E-01,-1.76645E-02
8.954880E-05,-5.34784E-01,-1.72246E-02
8.955200E-05,-5.34784E-01,-1.72735E-02
8.955520E-05,-5.38694E-01,-1.74690E-02
8.955840E-05,-5.38694E-01,-1.72246E-02
8.956160E-05,-5.34784E-01,-1.71757E-02
8.956480E-05,-5.34784E-01,-1.74201E-02
8.956800E-05,-5.34784E-01,-1.71268E-02
8.957120E-05,-5.36739E-01,-1.72246E-02
8.957440E-05,-5.34784E-01,-1.74201E-02
8.957760E-05,-5.38694E-01,-1.69313E-02
8.958080E-05,-5.38694E-01,-1.72246E-02
8.958400E-05,-5.38694E-01,-1.74201E-02
8.958720E-05,-5.38694E-01,-1.69802E-02
8.959040E-05,-5.38694E-01,-1.69313E-02
8.959360E-05,-5.38694E-01,-1.76156E-02
8.959680E-05,-5.36739E-01,-1.67847E-02
8.960000E-05,-5.42604E-01,-1.70780E-02
8.960320E-05,-5.38694E-01,-1.77133E-02
8.960640E-05,-5.36739E-01,-1.71757E-02
8.960960E-05,-5.36739E-01,-1.70291E-02
8.961280E-05,-5.40649E-01,-1.77622E-02
8.961600E-05,-5.42604E-01,-1.73712E-02
8.961920E-05,-5.40649E-01,-1.70780E-02
8.962240E-05,-5.40649E-01,-1.77133E-02
8.962560E-05,-5.40649E-01,-1.74690E-02
8.962880E-05,-5.42604E-01,-1.73712E-02
8.963200E-05,-5.38694E-01,-1.77133E-02
8.963520E-05,-5.42604E-01,-1.75178E-02
8.963840E-05,-5.42604E-01,-1.74690E-02
8.964160E-05,-5.38694E-01,-1.78111E-02
8.964480E-05,-5.42604E-01,-1.73223E-02
8.964800E-05,-5.42604E-01,-1.74201E-02
8.965120E-05,-5.38694E-01,-1.78600E-02
8.965440E-05,-5.42604E-01,-1.71757E-02
8.965760E-05,-5.42604E-01,-1.75667E-02
8.966080E-05,-5.42604E-01,-1.78600E-02
8.966400E-05,-5.40649E-01,-1.72246E-02
8.966720E-05,-5.40649E-01,-1.73712E-02
8.967040E-05,-5.42604E-01,-1.80555E-02
8.967360E-05,-5.42604E-01,-1.74201E-02
8.967680E-05,-5.38694E-01,-1.74201E-02
8.968000E-05,-5.38694E-01,-1.82998E-02
8.968320E-05,-5.42604E-01,-1.77622E-02
8.968640E-05,-5.42604E-01,-1.75178E-02
8.968960E-05,-5.42604E-01,-1.82510E-02
8.969280E-05,-5.42604E-01,-1.79577E-02
8.969600E-05,-5.42604E-01,-1.76156E-02
8.969920E-05,-5.44559E-01,-1.81043E-02
8.970240E-05,-5.44559E-01,-1.78111E-02
8.970560E-05,-5.44559E-01,-1.76156E-02
8.970880E-05,-5.42604E-01,-1.79577E-02
8.971200E-05,-5.46514E-01,-1.79577E-02
8.971520E-05,-5.46514E-01,-1.78600E-02
8.971840E-05,-5.48469E-01,-1.80066E-02
8.972160E-05,-5.44559E-01,-1.78111E-02
8.972480E-05,-5.46514E-01,-1.80555E-02
8.972800E-05,-5.46514E-01,-1.82510E-02
8.973120E-05,-5.50424E-01,-1.78600E-02
8.973440E-05,-5.42604E-01,-1.80066E-02
8.973760E-05,-5.42604E-01,-1.83487E-02
8.974080E-05,-5.42604E-01,-1.78111E-02
8.974400E-05,-5.46514E-01,-1.78600E-02
8.974720E-05,-5.52379E-01,-1.83487E-02
8.975040E-05,-5.48469E-01,-1.77622E-02
8.975360E-05,-5.46514E-01,-1.79577E-02
8.975680E-05,-5.48469E-01,-1.82998E-02
8.976000E-05,-5.50424E-01,-1.78600E-02
8.976320E-05,-5.44559E-01,-1.81532E-02
8.976640E-05,-5.44559E-01,-1.82998E-02
8.976960E-05,-5.48469E-01,-1.78600E-02
8.977280E-05,-5.50424E-01,-1.80555E-02
8.977600E-05,-5.44559E-01,-1.80555E-02
8.977920E-05,-5.48469E-01,-1.77622E-02
8.978240E-05,-5.52379E-01,-1.79088E-02
8.978560E-05,-5.52379E-01,-1.83487E-02
8.978880E-05,-5.46514E-01,-1.77622E-02
8.979200E-05,-5.54334E-01,-1.79088E-02
8.979520E-05,-5.50424E-01,-1.82998E-02
8.979840E-05,-5.52379E-01,-1.77133E-02
8.980160E-05,-5.52379E-01,-1.76645E-02
8.980480E-05,-5.54334E-01,-1.84465E-02
8.980800E-05,-5.48469E-01,-1.79088E-02
8.981120E-05,-5.50424E-01,-1.77622E-02
8.981440E-05,-5.48469E-01,-1.82998E-02
8.981760E-05,-5.50424E-01,-1.81532E-02
8.982080E-05,-5.50424E-01,-1.77133E-02
8.982400E-05,-5.54334E-01,-1.82510E-02
8.982720E-05,-5.52379E-01,-1.82998E-02
8.983040E-05,-5.54334E-01,-1.79088E-02
8.983360E-05,-5.48469E-01,-1.81043E-02
8.983680E-05,-5.54334E-01,-1.82998E-02
8.984000E-05,-5.52379E-01,-1.80066E-02
8.984320E-05,-5.50424E-01,-1.81043E-02
8.984640E-05,-5.52379E-01,-1.81532E-02
8.984960E-05,-5.54334E-01,-1.83487E-02
8.985280E-05,-5.54334E-01,-1.81532E-02
8.985600E-05,-5.60199E-01,-1.81043E-02
8.985920E-05,-5.56289E-01,-1.82998E-02
8.986240E-05,-5.56289E-01,-1.85442E-02
8.986560E-05,-5.54334E-01,-1.80066E-02
8.986880E-05,-5.54334E-01,-1.82510E-02
8.987200E-05,-5.54334E-01,-1.87397E-02
8.987520E-05,-5.56289E-01,-1.80555E-02
8.987840E-05,-5.54334E-01,-1.83487E-02
8.988160E-05,-5.54334E-01,-1.87886E-02
8.988480E-05,-5.50424E-01,-1.81532E-02
8.988800E-05,-5.54334E-01,-1.81532E-02
8.989120E-05,-5.54334E-01,-1.84465E-02
8.989440E-05,-5.60199E-01,-1.85442E-02
8.989760E-05,-5.56289E-01,-1.82998E-02
8.990080E-05,-5.50424E-01,-1.86420E-02
8.990400E-05,-5.54334E-01,-1.86420E-02
8.990720E-05,-5.56289E-01,-1.83976E-02
8.991040E-05,-5.56289E-01,-1.85931E-02
8.991360E-05,-5.52379E-01,-1.86420E-02
8.991680E-05,-5.60199E-01,-1.85442E-02
8.992000E-05,-5.56289E-01,-1.87397E-02
8.992320E-05,-5.56289E-01,-1.86420E-02
8.992640E-05,-5.58244E-01,-1.86420E-02
8.992960E-05,-5.52379E-01,-1.85931E-02
8.993280E-05,-5.56289E-01,-1.86908E-02
8.993600E-05,-5.52379E-01,-1.84953E-02
8.993920E-05,-5.58244E-01,-1.84953E-02
8.994240E-05,-5.60199E-01,-1.83976E-02
8.994560E-05,-5.60199E-01,-1.85442E-02
8.994880E-05,-5.64109E-01,-1.82998E-02
8.995200E-05,-5.58244E-01,-1.82998E-02
8.995520E-05,-5.56289E-01,-1.84465E-02
8.995840E-05,-5.64109E-01,-1.82510E-02
8.996160E-05,-5.62154E-01,-1.80555E-02
8.996480E-05,-5.58244E-01,-1.84953E-02
8.996800E-05,-5.60199E-01,-1.83976E-02
8.997120E-05,-5.66064E-01,-1.80555E-02
8.997440E-05,-5.58244E-01,-1.84953E-02
8.997760E-05,-5.64109E-01,-1.85442E-02
8.998080E-05,-5.64109E-01,-1.79577E-02
8.998400E-05,-5.64109E-01,-1.83487E-02
8.998720E-05,-5.62154E-01,-1.87397E-02
8.999040E-05,-5.66064E-01,-1.83487E-02
8.999360E-05,-5.62154E-01,-1.83976E-02
8.999680E-05,-5.68019E-01,-1.88864E-02
9.000000E-05,-5.58244E-01,-1.82998E-02
9.000320E-05,-5.58244E-01,-1.82510E-02
9.000640E-05,-5.62154E-01,-1.88375E-02
9.000960E-05,-5.66064E-01,-1.87397E-02
9.001280E-05,-5.56289E-01,-1.80555E-02
9.001600E-05,-5.64109E-01,-1.82510E-02
9.001920E-05,-5.68019E-01,-1.87886E-02
9.002240E-05,-5.64109E-01,-1.83976E-02
9.002560E-05,-5.66064E-01,-1.81532E-02
9.002880E-05,-5.64109E-01,-1.87886E-02
9.003200E-05,-5.68019E-01,-1.87397E-02
9.003520E-05,-5.64109E-01,-1.81043E-02
9.003840E-05,-5.62154E-01,-1.85442E-02
9.004160E-05,-5.64109E-01,-1.90330E-02
9.004480E-05,-5.66064E-01,-1.82510E-02
9.004800E-05,-5.69974E-01,-1.84465E-02
9.005120E-05,-5.69974E-01,-1.92774E-02
9.005440E-05,-5.68019E-01,-1.84953E-02
9.005760E-05,-5.64109E-01,-1.80555E-02
9.006080E-05,-5.69974E-01,-1.91796E-02
9.006400E-05,-5.66064E-01,-1.87397E-02
9.006720E-05,-5.69974E-01,-1.81043E-02
9.007040E-05,-5.64109E-01,-1.88375E-02
9.007360E-05,-5.73884E-01,-1.91796E-02
9.007680E-05,-5.64109E-01,-1.82998E-02
9.008000E-05,-5.71929E-01,-1.88375E-02
9.008320E-05,-5.73884E-01,-1.93751E-02
9.008640E-05,-5.64109E-01,-1.84465E-02
9.008960E-05,-5.71929E-01,-1.85931E-02
9.009280E-05,-5.69974E-01,-1.92285E-02
9.009600E-05,-5.69974E-01,-1.88375E-02
9.009920E-05,-5.66064E-01,-1.87886E-02
9.010240E-05,-5.64109E-01,-1.88375E-02
9.010560E-05,-5.71929E-01,-1.90330E-02
9.010880E-05,-5.69974E-01,-1.86908E-02
9.011200E-05,-5.68019E-01,-1.87886E-02
9.011520E-05,-5.64109E-01,-1.90330E-02
9.011840E-05,-5.69974E-01,-1.90330E-02
9.012160E-05,-5.69974E-01,-1.88375E-02
9.012480E-05,-5.75839E-01,-1.88864E-02
9.012800E-05,-5.69974E-01,-1.92285E-02
9.013120E-05,-5.71929E-01,-1.86908E-02
9.013440E-05,-5.69974E-01,-1.88375E-02
9.013760E-05,-5.77794E-01,-1.92285E-02
9.014080E-05,-5.73884E-01,-1.87397E-02
9.014400E-05,-5.68019E-01,-1.84953E-02
9.014720E-05,-5.69974E-01,-1.92774E-02
9.015040E-05,-5.69974E-01,-1.85931E-02
9.015360E-05,-5.73884E-01,-1.83487E-02
9.015680E-05,-5.75839E-01,-1.90819E-02
9.016000E-05,-5.73884E-01,-1.87397E-02
9.016320E-05,-5.77794E-01,-1.84953E-02
9.016640E-05,-5.77794E-01,-1.90819E-02
9.016960E-05,-5.75839E-01,-1.88864E-02
9.017280E-05,-5.71929E-01,-1.86420E-02
9.017600E-05,-5.69974E-01,-1.92285E-02
9.017920E-05,-5.71929E-01,-1.91307E-02
9.018240E-05,-5.71929E-01,-1.86908E-02
9.018560E-05,-5.75839E-01,-1.91796E-02
9.018880E-05,-5.79749E-01,-1.91796E-02
9.019200E-05,-5.71929E-01,-1.88375E-02
9.019520E-05,-5.77794E-01,-1.92285E-02
9.019840E-05,-5.77794E-01,-1.94240E-02
9.020160E-05,-5.81704E-01,-1.87886E-02
9.020480E-05,-5.75839E-01,-1.91796E-02
9.020800E-05,-5.81704E-01,-1.93751E-02
9.021120E-05,-5.75839E-01,-1.89352E-02
9.021440E-05,-5.77794E-01,-1.92774E-02
9.021760E-05,-5.75839E-01,-1.91796E-02
9.022080E-05,-5.75839E-01,-1.88864E-02
9.022400E-05,-5.71929E-01,-1.92285E-02
9.022720E-05,-5.75839E-01,-1.90330E-02
9.023040E-05,-5.79749E-01,-1.89841E-02
9.023360E-05,-5.79749E-01,-1.93262E-02
9.023680E-05,-5.79749E-01,-1.88864E-02
9.024000E-05,-5.85614E-01,-1.87886E-02
9.024320E-05,-5.77794E-01,-1.94240E-02
9.024640E-05,-5.75839E-01,-1.90819E-02
9.024960E-05,-5.75839E-01,-1.88375E-02
9.025280E-05,-5.75839E-01,-1.94240E-02
9.025600E-05,-5.77794E-01,-1.93262E-02
9.025920E-05,-5.81704E-01,-1.84465E-02
9.026240E-05,-5.83659E-01,-1.92774E-02
9.026560E-05,-5.83659E-01,-1.94240E-02
9.026880E-05,-5.79749E-01,-1.83487E-02
9.027200E-05,-5.79749E-01,-1.92774E-02
9.027520E-05,-5.77794E-01,-1.95706E-02
9.027840E-05,-5.81704E-01,-1.85442E-02
9.028160E-05,-5.73884E-01,-1.89841E-02
9.028480E-05,-5.77794E-01,-1.93751E-02
9.028800E-05,-5.79749E-01,-1.87886E-02
9.029120E-05,-5.79749E-01,-1.90330E-02
9.029440E-05,-5.73884E-01,-1.94240E-02
9.029760E-05,-5.85614E-01,-1.90330E-02
9.030080E-05,-5.83659E-01,-1.88864E-02
9.030400E-05,-5.83659E-01,-1.92285E-02
9.030720E-05,-5.85614E-01,-1.89841E-02
9.031040E-05,-5.85614E-01,-1.91307E-02
9.031360E-05,-5.85614E-01,-1.90819E-02
9.031680E-05,-5.81704E-01,-1.90330E-02
9.032000E-05,-5.85614E-01,-1.92774E-02
9.032320E-05,-5.81704E-01,-1.91307E-02
9.032640E-05,-5.81704E-01,-1.89352E-02
9.032960E-05,-5.83659E-01,-1.93262E-02
9.033280E-05,-5.79749E-01,-1.92285E-02
9.033600E-05,-5.85614E-01,-1.89841E-02
9.033920E-05,-5.87569E-01,-1.93751E-02
9.034240E-05,-5.87569E-01,-1.92774E-02
9.034560E-05,-5.85614E-01,-1.88375E-02
9.034880E-05,-5.87569E-01,-1.94729E-02
9.035200E-05,-5.85614E-01,-1.93262E-02
9.035520E-05,-5.91479E-01,-1.90330E-02
9.035840E-05,-5.81704E-01,-1.92774E-02
9.036160E-05,-5.85614E-01,-1.92774E-02
9.036480E-05,-5.87569E-01,-1.90819E-02
9.036800E-05,-5.85614E-01,-1.94240E-02
9.037120E-05,-5.87569E-01,-1.94240E-02
9.037440E-05,-5.87569E-01,-1.90330E-02
9.037760E-05,-5.89524E-01,-1.96195E-02
9.038080E-05,-5.83659E-01,-1.96684E-02
9.038400E-05,-5.91479E-01,-1.90330E-02
9.038720E-05,-5.93434E-01,-1.96195E-02
9.039040E-05,-5.85614E-01,-1.99127E-02
9.039360E-05,-5.91479E-01,-1.91307E-02
9.039680E-05,-5.91479E-01,-1.94729E-02
9.040000E-05,-5.91479E-01,-1.99127E-02
9.040320E-05,-5.87569E-01,-1.91796E-02
9.040640E-05,-5.97344E-01,-1.95217E-02
9.040960E-05,-5.87569E-01,-2.01082E-02
9.041280E-05,-5.91479E-01,-1.95706E-02
9.041600E-05,-5.93434E-01,-1.95706E-02
9.041920E-05,-5.95389E-01,-2.02060E-02
9.042240E-05,-5.95389E-01,-1.96684E-02
9.042560E-05,-5.97344E-01,-1.95706E-02
9.042880E-05,-5.89524E-01,-2.01082E-02
9.043200E-05,-5.95389E-01,-2.00105E-02
9.043520E-05,-5.91479E-01,-1.97661E-02
9.043840E-05,-5.93434E-01,-1.98150E-02
9.044160E-05,-5.85614E-01,-1.99616E-02
9.044480E-05,-5.91479E-01,-1.98150E-02
9.044800E-05,-5.91479E-01,-1.98150E-02
9.045120E-05,-5.93434E-01,-1.96195E-02
9.045440E-05,-5.91479E-01,-2.00594E-02
9.045760E-05,-5.95389E-01,-2.01082E-02
9.046080E-05,-5.93434E-01,-1.95706E-02
9.046400E-05,-5.99299E-01,-2.00594E-02
9.046720E-05,-5.95389E-01,-2.00105E-02
9.047040E-05,-5.95389E-01,-1.94240E-02
9.047360E-05,-5.93434E-01,-1.98150E-02
9.047680E-05,-5.97344E-01,-1.99616E-02
9.048000E-05,-5.93434E-01,-1.93262E-02
9.048320E-05,-5.93434E-01,-1.97172E-02
9.048640E-05,-5.95389E-01,-2.02549E-02
9.048960E-05,-5.95389E-01,-1.96195E-02
9.049280E-05,-5.93434E-01,-1.94729E-02
9.049600E-05,-5.97344E-01,-2.00594E-02
9.049920E-05,-5.93434E-01,-1.97172E-02
9.050240E-05,-5.93434E-01,-1.95217E-02
9.050560E-05,-5.93434E-01,-1.99616E-02
9.050880E-05,-5.99299E-01,-1.97661E-02
9.051200E-05,-5.93434E-01,-1.96684E-02
9.051520E-05,-5.99299E-01,-1.95706E-02
9.051840E-05,-5.95389E-01,-1.97661E-02
9.052160E-05,-6.01254E-01,-1.97661E-02
9.052480E-05,-5.99299E-01,-1.97661E-02
9.052800E-05,-5.99299E-01,-1.93751E-02
9.053120E-05,-5.99299E-01,-1.97661E-02
9.053440E-05,-5.95389E-01,-1.98150E-02
9.053760E-05,-5.95389E-01,-1.94240E-02
9.054080E-05,-6.03209E-01,-1.97172E-02
9.054400E-05,-5.97344E-01,-1.98639E-02
9.054720E-05,-5.99299E-01,-1.94240E-02
9.055040E-05,-5.97344E-01,-1.97172E-02
9.055360E-05,-5.97344E-01,-1.98150E-02
9.055680E-05,-5.99299E-01,-1.94240E-02
9.056000E-05,-5.99299E-01,-1.95217E-02
9.056320E-05,-5.99299E-01,-1.98150E-02
9.056640E-05,-5.99299E-01,-1.93751E-02
9.056960E-05,-6.05164E-01,-1.95217E-02
9.057280E-05,-6.05164E-01,-1.98639E-02
9.057600E-05,-6.01254E-01,-1.95217E-02
9.057920E-05,-5.99299E-01,-1.96195E-02
9.058240E-05,-5.99299E-01,-1.98150E-02
9.058560E-05,-6.03209E-01,-1.95706E-02
9.058880E-05,-5.99299E-01,-1.95706E-02
9.059200E-05,-6.03209E-01,-1.98639E-02
9.059520E-05,-6.03209E-01,-1.96195E-02
9.059840E-05,-6.05164E-01,-1.95706E-02
9.060160E-05,-6.03209E-01,-1.98639E-02
9.060480E-05,-6.07119E-01,-1.97172E-02
9.060800E-05,-6.09074E-01,-1.97172E-02
9.061120E-05,-6.03209E-01,-2.01082E-02
9.061440E-05,-5.99299E-01,-2.01082E-02
9.061760E-05,-6.05164E-01,-1.97661E-02
9.062080E-05,-6.07119E-01,-2.01082E-02
9.062400E-05,-6.05164E-01,-1.99616E-02
9.062720E-05,-6.07119E-01,-1.97172E-02
